,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
87,29,5,115585,2,10,3,7,4,1,2,0,0,50,1,0
88,48,2,191277,14,16,1,6,3,1,2,0,1902,60,1,1
89,37,1,202683,2,10,1,4,3,1,2,0,0,48,1,1
90,48,1,171095,6,12,2,5,6,1,1,0,0,40,3,0
91,32,4,249409,4,9,3,3,2,5,2,0,0,40,1,0
92,76,1,124191,11,14,1,5,3,1,2,0,0,40,1,1
93,44,1,198282,1,13,1,5,3,1,2,15024,0,60,1,1
94,47,2,149116,11,14,3,6,4,1,1,0,0,50,1,0
95,20,1,188300,2,10,3,1,2,1,1,0,0,40,1,0
96,29,1,103432,4,9,3,2,4,1,2,0,0,40,1,0
97,32,3,317660,4,9,1,2,3,1,2,7688,0,40,1,1
98,30,1,194901,3,7,3,7,2,1,2,0,0,40,1,0
99,31,5,189265,4,9,3,9,4,1,1,0,0,40,1,0
100,42,1,124692,4,9,1,7,3,1,2,0,0,40,1,0
101,24,1,432376,1,13,3,4,5,1,2,0,0,40,1,0
102,38,1,65324,5,15,1,6,3,1,2,0,0,40,1,1
103,56,2,335605,4,9,1,3,3,1,2,0,1887,50,5,1
104,28,1,377869,2,10,1,4,1,1,1,4064,0,25,1,0
105,36,1,102864,4,9,3,8,2,1,1,0,0,40,1,0
106,53,1,95647,8,5,1,7,3,1,2,0,0,50,1,0
107,56,3,303090,2,10,1,4,3,1,2,0,0,50,1,0
108,49,5,197371,7,11,1,2,3,5,2,0,0,40,1,1
109,55,1,247552,2,10,1,4,3,1,2,0,0,56,1,0
110,22,1,102632,4,9,3,2,4,1,2,0,0,41,1,0
111,21,1,199915,2,10,3,3,2,1,1,0,0,40,1,0
112,40,1,118853,1,13,1,5,3,1,2,0,0,60,1,0
113,30,1,77143,1,13,3,5,2,5,2,0,0,40,6,0
114,29,6,267989,1,13,1,6,3,1,2,0,0,50,1,1
115,19,1,301606,2,10,3,3,2,5,2,0,0,35,1,0
116,47,1,287828,1,13,1,5,1,1,1,0,0,40,1,1
117,20,1,111697,2,10,3,9,2,1,1,0,1719,28,1,0
118,31,1,114937,6,12,1,9,3,1,2,0,0,40,1,1
119,39,1,365739,2,10,2,2,4,1,2,0,0,40,1,0
120,28,1,69621,6,12,3,4,4,1,1,0,0,60,1,0
121,24,1,43323,4,9,3,3,4,1,1,0,1762,40,1,0
122,38,2,120985,4,9,1,2,3,1,2,4386,0,35,1,0
123,37,1,254202,1,13,1,4,3,1,2,0,0,50,1,0
124,46,1,146195,6,12,2,1,4,5,1,0,0,36,1,0
125,38,4,125933,11,14,1,6,3,1,2,0,0,40,14,1
126,43,2,56920,4,9,1,2,3,1,2,0,0,60,1,0
127,27,1,163127,7,11,1,9,1,1,1,0,0,35,1,0
128,20,1,34310,2,10,3,4,2,1,2,0,0,20,1,0
129,49,1,81973,2,10,1,2,3,2,2,0,0,40,1,1
130,61,3,66614,4,9,1,2,3,1,2,0,0,40,1,0
131,27,1,232782,2,10,3,4,2,1,1,0,0,40,1,0
132,19,1,316868,2,10,3,3,2,1,2,0,0,30,21,0
133,45,1,196584,7,11,3,6,4,1,1,0,1564,40,1,1
134,70,1,105376,2,10,3,1,5,1,2,0,0,40,1,0
135,31,1,185814,4,9,3,11,6,5,1,0,0,30,1,0
136,22,1,175374,2,10,1,3,3,1,2,0,0,24,1,0
137,36,1,108293,4,9,5,3,6,1,1,0,0,24,1,0
138,64,1,181232,3,7,1,2,3,1,2,0,2179,40,1,0
139,47,5,186009,2,10,2,9,6,1,1,0,0,38,21,0
140,34,1,198183,4,9,3,9,4,1,1,0,0,40,1,0
141,33,1,163003,1,13,3,5,5,2,1,0,0,40,16,0
142,21,1,296158,4,9,3,2,2,1,2,0,0,35,1,0
143,48,1,187715,4,9,1,2,3,1,2,0,0,46,1,0
144,23,1,214542,1,13,3,7,4,1,2,0,0,40,1,0
145,71,2,494223,2,10,4,4,6,5,2,0,1816,2,1,0
146,29,1,191535,4,9,2,2,4,1,2,0,0,60,1,0
147,42,1,228456,1,13,4,3,5,5,2,0,0,50,1,0
148,25,1,252752,4,9,3,3,6,1,1,0,0,40,1,0
149,44,3,78374,11,14,2,5,6,2,1,0,0,40,1,0
150,28,1,88419,4,9,3,5,4,2,1,0,0,40,3,0
151,45,2,201080,11,14,1,4,3,1,2,0,0,40,1,1
152,36,1,207157,2,10,2,3,6,1,1,0,0,40,21,0
153,39,4,235485,6,12,3,5,4,1,2,0,0,42,1,0
154,46,6,102628,11,14,5,13,6,1,2,0,0,40,1,0
155,18,1,25828,3,7,3,7,2,1,2,0,0,16,1,0
156,66,5,54826,7,11,5,6,4,1,1,0,0,20,1,0
157,27,1,124953,4,9,3,3,4,1,2,0,1980,40,1,0
158,28,6,175325,4,9,1,13,3,1,2,0,0,40,1,0
159,51,1,96062,2,10,1,4,3,1,2,0,1977,40,1,1
160,27,1,428030,1,13,3,2,4,1,2,0,0,50,1,0
161,28,6,149624,1,13,1,6,3,1,2,0,0,40,1,1
162,27,1,253814,4,9,6,4,6,1,1,0,0,25,1,0
163,21,1,312956,4,9,3,2,2,5,2,0,0,40,1,0
164,34,1,483777,4,9,3,7,4,5,2,0,0,40,1,0
165,18,1,183930,4,9,3,3,2,1,2,0,0,12,1,0
166,33,1,37274,1,13,1,6,3,1,2,0,0,65,1,0
167,44,5,181344,2,10,1,5,3,5,2,0,0,38,1,1
168,43,1,114580,2,10,2,9,4,1,1,0,0,40,1,0
169,30,1,633742,2,10,3,2,4,5,2,0,0,45,1,0
170,40,1,286370,9,4,1,8,3,1,2,0,0,40,21,1
171,37,4,29054,2,10,1,9,3,1,2,0,0,42,1,1
172,34,1,304030,4,9,1,9,3,5,2,0,0,40,1,0
173,41,2,143129,1,13,2,5,4,1,1,0,0,40,1,0
174,31,1,99928,11,14,1,6,1,1,1,0,0,50,1,0
175,58,6,109567,14,16,1,6,3,1,2,0,0,1,1,1
176,38,1,155222,2,10,2,8,4,5,1,0,0,28,1,0
177,24,1,159567,2,10,1,8,3,1,2,0,0,40,1,0
178,41,5,523910,1,13,1,2,3,5,2,0,0,40,1,0
179,47,1,120939,2,10,1,1,3,1,2,0,0,45,1,0
180,41,4,130760,1,13,1,1,3,1,2,0,0,24,1,0
181,23,1,197387,15,3,1,11,5,1,2,0,0,40,21,0
182,36,1,99374,2,10,2,2,4,1,2,0,0,40,1,0
183,40,4,56795,11,14,3,5,4,1,1,14084,0,55,1,1
184,35,1,138992,11,14,1,6,5,1,2,7298,0,40,1,1
185,24,2,32921,4,9,3,4,4,1,2,0,0,40,1,0
186,26,1,397317,11,14,3,6,4,1,1,0,1876,40,1,0
187,51,1,259323,1,13,1,5,3,1,2,0,0,50,1,1
188,42,5,254817,2,10,3,6,4,1,1,0,1340,40,1,0
189,37,6,48211,4,9,2,9,6,1,1,0,0,35,1,0
190,18,1,140164,3,7,3,4,2,1,1,0,0,40,1,0
191,36,1,128757,1,13,1,3,3,5,2,7298,0,36,1,1
192,35,1,36270,4,9,2,2,4,1,2,0,0,60,1,0
193,58,3,210563,4,9,1,4,1,1,1,15024,0,35,1,1
194,17,1,65368,3,7,3,4,2,1,1,0,0,12,1,0
195,44,5,160943,4,9,1,11,3,5,2,0,0,40,1,0
196,37,1,208358,4,9,1,2,3,1,2,0,0,40,1,1
197,35,1,153790,2,10,3,4,4,3,1,0,0,40,1,0
198,60,1,85815,4,9,1,2,3,2,2,0,0,40,1,0
199,54,3,125417,9,4,1,8,3,1,2,0,0,40,1,1
200,37,1,635913,1,13,3,5,4,5,2,0,0,60,1,1
201,50,1,313321,6,12,2,4,4,1,1,0,0,40,1,0
202,38,1,182609,1,13,1,4,3,1,2,0,0,50,18,0
203,45,1,109434,1,13,1,6,3,1,2,0,0,55,1,0
204,25,1,255004,13,6,3,2,4,1,2,0,0,40,1,0
205,31,1,197860,2,10,1,7,3,1,2,0,0,40,1,0
206,90,1,51744,4,9,3,3,4,5,2,0,2206,40,1,0
207,54,1,176681,4,9,1,9,3,5,2,0,0,20,1,0
208,53,5,140359,16,1,3,8,4,1,1,0,0,35,1,0
209,18,1,243313,4,9,3,4,2,1,1,0,0,40,1,0
210,66,2,167687,4,9,1,10,3,1,2,1409,0,50,1,0
211,75,1,314209,7,11,5,9,4,1,1,0,0,20,30,0
212,65,1,176796,4,9,2,9,4,1,1,0,0,40,1,0
213,35,1,538583,3,7,4,11,4,5,2,3674,0,40,1,0
214,41,1,130408,4,9,2,4,6,5,1,0,0,38,1,0
215,25,1,159732,2,10,3,9,4,1,2,0,0,42,1,0
216,33,1,110978,2,10,2,2,5,4,1,0,0,40,1,0
217,28,1,76714,5,15,3,6,4,1,2,0,0,55,1,1
218,59,6,268700,4,9,1,3,3,1,2,0,0,40,1,0
219,40,6,170525,2,10,3,9,4,1,1,0,0,38,1,0
220,41,1,180138,1,13,1,5,3,1,2,0,0,50,14,1
221,38,5,115076,11,14,1,5,3,1,2,0,0,70,1,1
222,23,1,115458,4,9,3,11,2,1,2,0,0,40,1,0
223,40,1,347890,1,13,1,6,3,1,2,0,0,40,1,1
224,41,2,196001,4,9,1,3,1,1,1,0,0,20,1,0
225,24,6,273905,6,12,1,13,3,1,2,0,0,50,1,0
226,38,1,179488,2,10,2,2,4,1,2,0,1741,40,1,0
227,58,1,236596,4,9,1,9,3,1,2,0,0,45,1,1
228,32,1,183916,4,9,3,3,4,1,1,0,0,34,1,0
229,40,1,207578,6,12,1,1,3,1,2,0,1977,60,1,1
230,41,1,112763,5,15,1,6,1,1,1,0,0,40,1,1
231,42,1,390781,1,13,1,9,1,5,1,0,0,40,1,0
232,59,5,171328,13,6,5,3,6,5,1,0,0,30,1,0
233,19,5,27382,2,10,3,9,2,1,2,0,0,40,1,0
234,58,1,259014,2,10,3,11,4,1,2,0,0,20,1,0
235,42,2,303044,4,9,1,10,3,2,2,0,0,40,2,1
236,20,1,117789,4,9,3,3,2,1,1,0,0,40,1,0
237,32,1,172579,4,9,4,3,4,1,1,0,0,30,1,0
238,45,1,187666,7,11,5,5,4,1,1,0,0,45,1,0
239,50,1,204518,9,4,2,2,4,1,2,0,0,40,1,0
240,36,1,150042,1,13,2,6,2,1,1,0,0,40,1,0
241,45,1,98092,4,9,1,4,3,1,2,0,0,60,1,0
242,17,1,245918,3,7,3,3,2,1,2,0,0,12,1,0
243,59,1,146013,2,10,1,4,3,1,2,4064,0,40,1,0
244,26,1,378322,3,7,1,2,3,1,2,0,0,40,1,0
245,37,3,257295,2,10,1,5,3,2,2,0,0,75,35,1
246,64,1,21174,4,9,1,5,3,1,2,0,0,40,1,1
247,33,1,185480,1,13,3,6,4,1,1,0,0,45,1,0
248,33,1,222205,4,9,1,2,1,1,1,0,0,40,1,1
249,61,1,69867,4,9,1,5,3,1,2,0,0,40,1,1
250,17,1,191260,8,5,3,3,2,1,2,1055,0,24,1,0
251,50,2,30653,11,14,1,10,3,1,2,2407,0,98,1,0
252,27,5,209109,11,14,3,6,2,1,2,0,0,35,1,0
253,30,1,70377,4,9,2,6,2,1,1,0,0,40,1,0
254,43,1,477983,4,9,1,7,3,5,2,0,0,40,1,0
255,44,1,170924,2,10,1,2,3,1,2,7298,0,40,1,1
256,35,1,190174,2,10,3,5,4,1,1,0,0,40,1,0
257,25,1,193787,2,10,3,1,2,1,1,0,0,40,1,0
258,24,1,279472,2,10,1,8,1,1,1,7298,0,48,1,1
259,22,1,34918,1,13,3,6,4,1,1,0,0,15,6,0
260,42,5,97688,2,10,1,2,3,1,2,5178,0,40,1,1
261,34,1,175413,6,12,2,4,6,5,1,0,0,45,1,0
262,60,1,173960,1,13,2,6,4,1,1,0,0,42,1,0
263,21,1,205759,4,9,3,7,2,1,2,0,0,40,1,0
264,57,4,425161,11,14,1,4,3,1,2,15024,0,40,1,1
265,41,1,220531,5,15,1,6,3,1,2,0,0,60,1,1
266,50,1,176609,2,10,2,3,4,1,2,0,0,45,1,0
267,25,1,371987,1,13,3,5,4,1,1,0,0,40,1,0
268,50,1,193884,9,4,1,2,3,1,2,0,0,40,27,0
269,36,1,200352,1,13,1,6,3,1,2,0,0,45,1,0
270,31,1,127595,4,9,2,6,4,1,1,0,0,40,1,0
271,29,5,220419,1,13,3,13,4,1,2,0,0,56,1,0
272,21,1,231931,2,10,3,4,2,1,2,0,0,45,1,0
273,27,1,248402,1,13,3,1,6,5,1,0,0,40,1,0
274,65,1,111095,4,9,1,11,3,1,2,0,0,16,1,0
275,37,3,57424,1,13,2,4,4,1,1,0,0,60,1,0
276,24,1,278130,4,9,3,2,2,1,2,0,0,40,1,0
277,38,1,169469,4,9,2,4,4,1,2,0,0,80,1,0
278,48,1,146268,1,13,1,9,3,1,2,7688,0,40,1,1
279,21,1,153718,2,10,3,3,4,2,1,0,0,25,1,0
280,31,1,217460,4,9,1,11,3,1,2,0,0,45,1,1
281,55,1,238638,4,9,1,4,3,1,2,4386,0,40,1,1
282,24,1,303296,2,10,1,9,1,2,1,0,0,40,26,0
283,43,1,173321,4,9,2,9,4,1,1,0,0,40,1,0
284,26,1,193945,6,12,3,1,4,1,2,0,0,45,1,0
285,46,1,83082,6,12,3,6,4,1,1,0,0,33,1,0
286,35,1,193815,6,12,1,9,3,1,2,0,0,40,1,1
287,41,3,34987,2,10,1,10,3,1,2,0,0,54,1,1
288,26,1,59306,1,13,3,4,4,1,2,0,0,40,1,0
289,34,1,142897,11,14,1,5,3,2,2,7298,0,35,28,1
290,36,2,205607,1,13,2,6,4,5,1,0,0,40,1,1
291,22,1,199698,2,10,3,4,2,1,2,0,0,15,1,0
292,24,1,191954,2,10,3,8,4,1,2,0,0,40,1,0
293,77,2,138714,2,10,1,4,3,1,2,0,0,40,1,0
294,22,1,399087,15,3,1,8,5,1,1,0,0,40,21,0
295,29,1,423158,2,10,3,1,4,1,1,0,0,40,1,0
296,62,1,159841,4,9,5,3,4,1,1,0,0,24,1,0
297,39,2,174308,4,9,1,5,3,1,2,0,0,40,1,0
298,43,1,50356,2,10,1,2,3,1,2,0,1485,50,1,0
299,35,1,186110,4,9,2,11,4,1,2,0,0,45,1,0
300,29,1,200381,3,7,3,5,4,1,1,0,0,40,1,0
301,76,2,174309,11,14,1,2,3,1,2,0,0,10,1,0
302,63,2,78383,4,9,1,10,3,1,2,0,0,45,1,0
303,43,1,187728,2,10,1,6,1,1,1,0,1887,50,1,1
304,58,2,321171,4,9,1,7,3,1,2,0,0,40,1,0
305,66,1,127921,4,9,3,11,4,1,2,2050,0,55,1,0
306,41,1,206565,2,10,3,2,4,5,2,0,0,45,1,0
307,26,1,224563,1,13,3,9,4,1,2,0,0,40,1,0
308,47,1,178686,7,11,3,3,4,1,2,0,0,40,1,0
309,55,5,98545,13,6,1,9,3,1,2,0,0,40,1,0
310,53,1,242606,4,9,1,11,3,1,2,0,0,40,1,0
311,17,1,270942,15,3,3,3,5,1,2,0,0,48,21,0
312,30,1,94235,4,9,3,2,5,1,2,0,0,40,1,0
313,49,1,71195,11,14,3,6,4,1,2,0,0,60,1,0
314,19,1,104112,4,9,3,4,6,5,2,0,0,30,29,0
315,45,1,261192,4,9,1,3,3,5,2,0,0,40,1,0
316,26,1,94936,6,12,3,4,4,1,2,0,0,40,1,0
317,38,1,296478,7,11,1,2,3,1,2,7298,0,40,1,1
318,36,6,119272,4,9,1,13,3,1,2,7298,0,40,1,1
319,33,1,85043,4,9,3,10,4,1,2,0,0,20,1,0
320,22,6,293364,2,10,3,13,2,5,1,0,0,40,1,0
321,43,2,241895,1,13,3,4,4,1,2,0,0,42,1,0
322,56,1,101128,6,12,6,3,4,1,2,0,0,25,14,0
323,31,1,156464,1,13,3,6,2,1,2,0,0,25,1,0
324,33,1,117963,1,13,1,5,3,1,2,0,0,40,1,1
325,26,1,192262,4,9,1,3,3,1,2,0,0,40,1,0
326,33,1,111363,1,13,1,5,3,1,2,0,0,40,1,1
327,46,5,329752,3,7,1,11,3,1,2,0,0,30,1,0
328,38,4,95432,4,9,1,9,3,1,2,0,0,40,1,1
329,65,1,161400,3,7,5,3,6,4,2,0,0,40,1,0
330,40,1,96129,7,11,1,1,3,1,2,0,0,40,1,1
331,42,1,111949,4,9,1,9,1,1,1,0,0,35,1,0
332,26,2,117125,8,5,1,2,3,1,2,0,0,40,22,0
333,36,1,348022,13,6,1,3,1,1,1,0,0,24,1,0
334,62,1,270092,11,14,1,6,3,1,2,0,0,40,1,1
335,43,1,180609,1,13,1,11,3,1,2,0,0,45,1,0
336,43,1,174575,1,13,2,5,4,1,2,0,1564,45,1,1
337,22,1,410439,4,9,6,4,4,1,2,0,0,55,1,0
338,28,1,92262,4,9,1,2,3,1,2,0,0,40,1,0
339,56,2,183081,2,10,1,4,3,1,2,0,0,45,1,0
340,22,1,362589,6,12,3,4,4,1,1,0,0,15,1,0
341,57,1,212448,1,13,2,5,4,1,1,0,0,45,1,1
342,39,1,481060,4,9,2,4,6,1,1,0,0,40,1,0
343,26,4,185885,2,10,3,9,6,1,1,0,0,15,1,0
344,17,1,89821,3,7,3,3,2,1,2,0,0,10,1,0
345,40,6,184018,7,11,1,8,3,1,2,0,0,38,1,1
346,45,1,256649,4,9,1,8,3,5,2,0,0,40,1,0
347,44,1,160323,4,9,3,2,4,5,2,0,0,40,1,0
348,20,5,350845,2,10,3,9,2,1,1,0,0,10,1,0
349,33,1,267404,4,9,1,2,1,1,1,0,0,40,1,0
350,23,1,35633,2,10,3,4,4,1,2,0,0,40,1,0
351,46,2,80914,11,14,2,5,4,1,2,0,0,30,1,0
352,38,1,172927,4,9,1,4,3,1,2,0,0,50,1,0
353,54,1,174319,4,9,2,11,4,1,2,0,0,40,1,0
354,46,1,214955,15,3,2,2,4,1,1,0,2339,45,1,0
355,25,1,344991,2,10,1,2,3,1,2,0,0,40,1,0
356,46,1,108699,2,10,2,4,4,1,1,0,0,40,1,0
357,36,5,117312,2,10,1,11,1,1,1,0,0,40,1,0
358,23,1,396099,4,9,3,3,4,1,1,0,0,25,1,0
359,29,1,134152,4,9,4,8,4,1,2,0,0,40,1,0
360,44,1,162028,2,10,1,9,1,1,1,0,2415,6,1,1
361,19,1,25429,2,10,3,9,2,1,1,0,0,16,1,0
362,19,1,232392,4,9,3,3,5,1,1,0,0,40,1,0
363,35,1,220098,4,9,1,3,1,1,1,0,0,40,1,1
364,27,1,301302,1,13,3,2,4,1,2,0,0,50,1,0
365,46,2,277946,6,12,4,2,4,1,2,0,0,40,1,0
366,34,1,196164,4,9,3,3,4,1,1,0,0,35,1,0
367,44,1,115562,2,10,1,1,3,1,2,0,0,40,1,0
368,45,1,96975,2,10,2,7,6,1,1,0,0,40,1,0
369,25,1,86872,1,13,1,5,3,1,2,0,0,55,1,1
370,52,3,132178,1,13,1,5,3,1,2,0,0,50,1,1
371,20,1,416103,2,10,3,7,2,1,2,0,0,40,1,0
372,28,1,108574,2,10,3,3,4,1,1,0,0,40,1,0
373,50,6,288353,1,13,1,13,3,1,2,0,0,40,1,1
374,34,1,227689,7,11,2,1,4,1,1,0,0,64,1,0
375,28,1,166481,9,4,1,7,3,4,2,0,2179,40,4,0
376,41,1,445382,11,14,1,5,3,1,2,0,1977,65,1,1
377,28,1,110145,4,9,1,9,3,1,2,0,0,40,1,0
378,46,2,317253,4,9,1,2,3,1,2,0,0,25,1,0
379,32,1,364657,2,10,1,5,3,1,2,0,0,50,1,0
380,41,5,42346,2,10,2,3,4,5,1,0,0,24,1,0
381,24,1,241951,4,9,3,7,6,5,1,0,0,40,1,0
382,33,1,118500,2,10,2,5,6,1,1,0,0,40,1,0
383,46,1,188386,14,16,1,5,3,1,2,15024,0,60,1,1
384,31,6,1033222,2,10,1,8,3,1,2,0,0,40,1,0
385,35,1,92440,10,8,2,2,4,1,2,0,0,50,1,1
386,52,1,190762,12,2,1,8,3,1,2,0,0,40,21,0
387,30,1,426017,3,7,3,3,2,1,1,0,0,19,1,0
388,34,5,243867,3,7,4,8,4,5,2,0,0,40,1,0
389,34,6,240283,4,9,2,11,6,1,1,0,0,40,1,0
390,20,1,61777,2,10,1,4,3,1,2,0,0,30,1,0
391,17,1,175024,3,7,3,7,2,1,2,2176,0,18,1,0
392,32,6,92003,1,13,1,5,1,1,1,0,0,40,1,1
393,29,1,188401,4,9,2,10,4,1,2,0,0,40,1,0
394,33,1,228528,13,6,3,2,6,1,1,0,0,35,1,0
395,25,1,133373,4,9,1,11,3,1,2,0,0,60,1,0
396,36,4,255191,11,14,3,6,4,1,2,0,1408,40,1,0
397,23,1,204653,4,9,3,7,4,1,2,0,0,72,25,0
398,63,3,222289,4,9,1,5,3,1,2,0,0,40,1,1
399,47,5,287480,11,14,1,6,3,1,2,0,0,40,1,0
400,40,2,204116,1,13,6,6,4,1,1,2174,0,40,1,0
401,30,1,29662,6,12,1,3,1,1,1,0,0,25,1,1
402,27,1,116358,2,10,3,2,2,2,2,0,1980,40,16,0
403,33,1,208405,11,14,1,6,3,1,2,0,0,50,1,1
404,34,5,284843,4,9,3,10,4,5,2,594,0,60,1,0
405,34,5,117018,2,10,3,13,4,1,1,0,0,40,1,0
406,23,1,81281,2,10,1,9,3,1,2,0,0,40,1,0
407,42,5,340148,2,10,1,9,1,1,1,0,0,40,1,0
408,29,1,363425,1,13,3,6,4,1,2,0,0,40,1,0
409,45,1,45857,4,9,2,9,4,1,1,0,0,28,1,0
410,24,4,191073,4,9,3,14,2,1,2,0,0,40,1,0
411,44,1,116632,2,10,1,6,3,1,2,0,0,40,1,1
412,27,1,405855,8,5,3,2,5,1,2,0,0,40,21,0
413,20,1,298227,2,10,3,4,4,1,2,0,0,35,1,0
414,44,1,290521,4,9,5,5,6,5,1,0,0,40,1,0
415,51,1,56915,4,9,1,2,3,3,2,0,0,40,1,0
416,20,1,146538,4,9,1,8,3,1,2,0,0,40,1,0
417,19,1,206399,4,9,3,8,2,5,1,0,0,40,1,0
418,45,3,197332,2,10,1,2,3,1,2,0,0,55,1,1
419,60,1,245062,4,9,1,2,3,1,2,0,0,40,1,1
