,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
49,21,1,110677,2,10,3,9,2,1,1,0,0,40,1,0
50,63,1,145985,4,9,1,2,3,1,2,0,0,40,1,0
51,34,5,382078,1,13,1,5,3,1,2,3103,0,50,1,1
52,42,3,170721,4,9,1,5,3,1,2,5178,0,50,1,1
53,33,1,269705,4,9,1,7,3,1,2,0,0,40,1,0
54,30,1,101135,1,13,3,5,4,1,1,0,0,50,1,0
55,39,1,118429,2,10,2,4,4,1,2,0,0,40,1,0
56,26,1,31208,11,14,3,5,4,1,1,0,0,40,1,0
57,33,1,281384,4,9,3,8,2,1,1,0,0,40,1,0
58,47,5,171807,4,9,2,9,4,1,1,0,0,40,1,0
59,41,3,445382,6,12,1,2,3,1,2,15024,0,60,1,1
60,19,1,105460,2,10,3,3,2,1,2,0,0,20,1,0
61,46,1,170338,4,9,4,11,4,1,2,0,0,40,1,0
62,43,1,102606,4,9,1,4,3,1,2,0,0,48,1,0
63,55,1,323887,2,10,1,5,3,1,2,15024,0,45,1,1
64,46,1,175622,7,11,1,1,3,1,2,0,0,40,1,0
65,30,1,229636,4,9,1,8,3,1,2,0,0,40,21,0
66,21,1,388946,2,10,4,7,4,1,1,0,0,40,1,0
67,46,1,269034,2,10,1,2,3,4,2,0,0,40,25,0
68,41,1,75012,4,9,1,8,3,1,2,0,0,50,1,0
69,69,3,174379,4,9,1,4,3,1,2,0,0,30,1,0
70,50,1,312477,4,9,1,11,3,1,2,0,0,40,1,0
71,20,1,72055,2,10,3,9,4,1,1,0,0,40,1,0
72,45,3,67001,2,10,1,8,3,1,2,0,0,50,1,0
73,23,1,213734,1,13,3,5,4,1,2,0,0,40,1,0
74,24,1,83141,2,10,4,3,4,1,2,0,1876,40,1,0
75,31,2,113752,2,10,1,2,3,1,2,0,0,50,1,0
76,43,1,170482,4,9,4,8,4,1,1,0,0,44,1,0
77,20,4,244689,3,7,3,3,2,1,1,0,0,10,1,0
78,55,1,160631,4,9,1,4,3,1,2,0,0,56,1,1
79,24,4,228724,2,10,3,14,4,1,2,0,0,40,1,0
80,59,1,292946,1,13,3,5,4,1,1,0,0,25,1,0
81,49,4,77443,9,4,3,3,4,5,2,0,0,20,1,0
82,33,1,176410,11,14,1,6,1,1,1,5178,0,10,1,1
83,59,4,98984,1,13,2,9,4,1,2,0,0,40,1,0
84,34,1,198751,11,14,3,3,4,3,2,0,0,40,1,0
85,20,1,479296,4,9,3,7,2,1,2,0,0,40,1,0
86,25,1,235218,1,13,3,5,2,1,1,0,0,40,1,0
87,49,1,164877,13,6,1,10,3,1,2,0,0,40,1,0
88,59,1,272087,4,9,1,11,3,1,2,0,0,40,1,1
89,20,1,169699,4,9,3,9,4,1,1,0,0,40,1,0
90,33,1,202191,2,10,3,9,6,5,1,0,0,35,1,0
91,22,1,212261,2,10,3,11,2,5,2,0,0,39,1,0
92,58,2,301568,8,5,5,3,4,1,1,0,0,40,1,0
93,52,5,155233,4,9,5,9,6,1,1,0,0,28,1,0
94,36,1,75826,13,6,4,8,4,1,1,0,0,40,1,0
95,41,5,201520,4,9,1,13,3,1,2,0,0,40,1,0
96,28,1,154236,4,9,3,11,2,1,2,2597,0,40,1,0
97,19,1,289227,2,10,3,7,2,5,2,0,0,16,1,0
98,18,1,217439,4,9,3,3,4,1,1,0,0,28,1,0
99,18,1,179020,4,9,3,8,2,1,1,0,0,48,1,0
100,28,1,149624,2,10,1,2,3,1,2,0,0,40,1,0
101,29,1,337266,7,11,1,5,3,1,2,0,0,40,1,1
102,40,1,103541,2,10,1,7,3,1,2,0,0,40,1,0
103,26,1,206721,4,9,3,7,6,1,2,0,0,40,1,0
104,46,1,96773,4,9,1,2,3,1,2,0,0,40,1,0
105,23,1,200967,3,7,3,3,4,1,1,0,0,24,1,0
106,44,1,180019,4,9,6,9,6,1,1,0,0,40,1,0
107,43,1,179866,1,13,2,4,6,1,1,0,0,40,1,1
108,31,5,198770,1,13,2,6,6,1,1,0,0,60,1,0
109,18,1,219256,2,10,3,4,2,1,1,0,0,25,1,0
110,19,1,248730,2,10,3,13,2,1,2,0,0,30,1,0
111,41,1,110732,2,10,2,1,4,1,1,0,0,40,1,0
112,41,1,181020,4,9,2,7,6,1,1,0,0,40,1,0
113,69,1,183791,4,9,2,9,4,1,1,0,0,25,1,0
114,48,4,42972,14,16,1,6,1,1,1,0,0,40,1,1
115,28,1,134813,4,9,3,6,2,1,2,0,0,40,1,0
116,27,2,115438,4,9,1,2,3,1,2,0,0,60,23,1
117,41,1,239296,11,14,1,6,3,1,2,0,2415,50,1,1
118,41,1,428420,2,10,1,9,3,1,2,0,0,40,1,0
119,24,1,247846,4,9,3,2,6,5,1,0,0,40,1,0
120,42,3,100793,14,16,1,6,3,1,2,0,0,41,1,1
121,57,1,244478,4,9,1,2,3,5,2,0,0,48,1,0
122,30,1,142921,6,12,3,6,4,1,1,0,0,40,1,0
123,36,1,182863,4,9,1,4,3,1,2,0,0,60,1,1
124,49,1,171128,9,4,1,8,3,5,2,0,0,40,1,0
125,33,1,145402,4,9,1,8,1,1,1,0,0,35,1,0
126,23,1,306309,13,6,1,10,3,1,2,0,0,40,1,0
127,46,1,83822,11,14,1,6,3,1,2,0,0,40,1,0
128,18,1,262118,2,10,3,9,2,2,1,0,0,22,6,0
129,40,1,155972,4,9,1,5,3,1,2,7688,0,55,1,1
130,43,3,214503,4,9,1,5,3,1,2,0,1887,45,1,1
131,34,1,159303,11,14,3,6,2,1,1,0,0,30,1,0
132,47,2,174995,4,9,5,5,4,1,1,0,0,30,1,0
133,44,1,26669,7,11,5,5,6,1,1,0,0,30,1,0
134,33,1,177727,4,9,1,4,3,1,2,0,0,40,1,1
135,55,1,124771,1,13,1,5,3,1,2,15024,0,50,1,1
136,19,1,456736,4,9,3,4,4,1,2,2907,0,30,1,0
137,28,1,216604,2,10,3,3,4,5,2,0,0,14,1,0
138,27,1,221561,3,7,1,3,1,5,1,0,0,32,1,0
139,50,1,114564,9,4,1,8,3,1,2,0,0,20,1,0
140,22,1,315476,3,7,3,2,6,1,2,0,0,40,1,0
141,40,6,67874,1,13,1,9,3,1,2,0,1887,45,1,1
142,25,1,126110,2,10,3,9,2,1,1,0,0,40,1,0
143,26,5,102264,4,9,3,2,4,1,2,0,0,40,1,0
144,22,1,537222,1,13,3,4,4,1,2,0,0,25,1,0
145,42,1,113732,2,10,3,7,6,5,1,0,625,40,1,0
146,38,3,93225,1,13,2,5,4,1,2,0,0,40,1,0
147,55,1,43064,3,7,1,3,3,1,2,0,0,30,1,0
148,32,1,136921,4,9,1,4,3,1,2,0,0,40,1,0
149,22,1,388885,4,9,1,2,3,1,2,0,0,45,1,0
150,29,1,142249,1,13,3,4,2,1,2,0,0,40,1,0
151,46,6,56841,11,14,1,5,3,1,2,0,0,45,1,1
152,31,1,156493,2,10,1,5,3,1,2,0,0,40,1,1
153,58,2,159021,14,16,1,6,3,1,2,0,0,16,1,1
154,42,1,190910,4,9,1,2,3,1,2,0,0,45,1,0
155,18,1,41879,4,9,3,7,6,1,2,0,0,25,1,0
156,58,5,137249,4,9,2,5,4,1,2,0,0,33,1,0
157,54,1,236157,4,9,1,6,3,1,2,0,1887,40,1,1
158,34,1,189759,11,14,3,6,4,1,2,0,0,40,1,0
159,26,1,239877,1,13,3,9,4,1,1,0,0,40,1,0
160,61,1,21175,10,8,1,5,3,1,2,0,0,60,1,0
161,48,5,67229,11,14,4,9,6,5,1,0,0,40,1,0
162,36,1,236391,2,10,1,5,3,1,2,0,0,45,1,1
163,24,1,325596,7,11,1,8,3,1,2,0,0,45,1,0
164,40,1,83411,2,10,1,8,3,1,2,0,0,37,1,0
165,33,3,154227,4,9,1,4,3,1,2,0,0,50,1,1
166,37,1,248010,2,10,1,8,3,1,2,0,1887,40,1,1
167,34,1,198613,11,14,3,5,2,1,2,4650,0,40,1,0
168,56,3,321529,2,10,1,5,3,1,2,15024,0,40,1,1
169,37,1,203079,1,13,5,5,4,1,1,0,0,55,1,0
170,44,1,284652,4,9,2,4,6,5,1,0,0,40,1,0
171,54,1,59840,4,9,2,7,4,1,2,0,0,45,1,0
172,23,1,52753,4,9,3,8,4,1,2,0,0,50,1,0
173,22,1,199266,4,9,3,3,4,1,1,0,0,45,1,0
174,33,1,196385,1,13,1,5,3,1,2,0,1977,40,1,1
175,39,1,163205,1,13,4,6,4,1,2,0,0,50,1,1
176,47,1,411047,2,10,2,9,4,5,1,0,0,37,1,0
177,26,1,209440,4,9,3,6,6,5,1,0,0,55,1,0
178,31,1,56964,2,10,2,5,6,1,1,0,0,40,1,0
179,44,1,299197,2,10,3,11,4,1,2,0,0,45,1,0
180,42,3,240628,5,15,1,6,1,1,1,0,0,50,1,1
181,19,1,355313,4,9,3,8,4,1,1,0,0,40,1,0
182,27,1,132267,4,9,1,7,3,1,2,0,0,40,1,1
183,51,5,174861,2,10,1,13,3,1,2,0,0,40,1,1
184,28,3,142443,1,13,1,5,3,1,2,0,0,50,1,0
185,57,1,26716,1,13,2,2,4,1,2,0,0,45,1,0
186,45,5,185588,1,13,2,6,6,1,1,0,0,40,1,0
187,50,1,175029,7,11,1,6,3,1,2,0,0,40,1,1
188,34,3,34848,1,13,1,4,3,1,2,0,0,54,1,0
189,45,1,411273,9,4,1,2,3,5,2,0,0,40,1,0
190,73,5,143437,4,9,1,5,3,1,2,0,0,20,1,0
191,34,1,357145,1,13,1,6,1,1,1,0,0,50,1,1
192,31,1,236861,2,10,1,4,3,1,2,0,0,55,1,1
193,19,1,53355,3,7,3,4,4,1,2,0,0,12,1,0
194,25,1,29106,2,10,3,3,2,1,1,0,0,50,1,0
195,38,4,213274,7,11,2,2,6,1,1,6497,0,40,1,0
196,39,1,22463,1,13,1,11,3,1,2,0,0,40,1,0
197,23,1,180497,1,13,3,1,2,5,1,0,0,32,1,0
198,49,1,37306,4,9,1,8,3,1,2,0,0,40,1,0
199,33,4,137814,4,9,3,3,4,1,2,0,0,32,1,0
200,21,1,447488,15,3,3,8,5,1,2,0,0,38,21,0
201,31,1,220915,7,11,4,2,4,1,2,0,0,40,1,0
202,23,1,42251,1,13,3,5,4,1,1,0,0,45,1,0
203,34,1,162312,1,13,1,9,3,2,2,0,0,40,16,0
204,25,1,77698,4,9,3,8,4,2,1,0,0,40,16,0
205,39,1,282951,4,9,3,2,6,1,2,0,0,40,1,0
206,52,3,311259,4,9,1,4,3,1,2,0,0,40,1,1
207,63,5,65479,8,5,1,11,3,1,2,7688,0,40,1,1
208,41,1,277256,2,10,1,2,3,1,2,0,0,40,1,0
209,46,1,312088,1,13,1,6,3,1,2,15024,0,38,1,1
210,53,5,169719,4,9,1,5,3,1,2,0,0,40,1,0
211,18,1,96869,10,8,3,12,2,1,2,0,0,40,1,0
212,38,1,237943,5,15,1,6,3,1,2,0,0,50,1,0
213,55,1,119751,11,14,3,5,6,2,1,0,0,50,35,0
214,34,1,236861,4,9,1,1,3,1,2,0,0,40,1,1
215,80,2,201092,4,9,1,3,3,1,2,0,0,30,1,0
216,34,1,147215,7,11,2,1,6,1,1,0,0,60,1,0
217,52,1,152373,2,10,1,1,3,1,2,5013,0,40,1,0
218,42,1,227968,4,9,3,3,6,5,1,0,0,28,29,0
219,26,1,362617,2,10,3,4,4,1,1,0,0,40,1,0
220,31,1,103435,4,9,1,11,3,1,2,0,0,40,1,0
221,25,5,281412,4,9,3,3,2,1,1,0,0,35,1,0
222,55,2,105239,4,9,1,2,3,1,2,0,2057,60,1,0
223,19,1,230165,2,10,3,3,2,1,1,0,0,12,1,0
224,62,2,177493,2,10,1,11,3,1,2,0,0,32,1,0
225,22,4,104443,2,10,3,9,2,1,1,0,0,20,1,0
226,35,1,143385,4,9,1,7,3,1,2,0,0,40,1,0
227,28,1,107189,4,9,1,4,2,1,1,0,0,40,1,0
228,47,1,212944,4,9,1,11,3,1,2,0,0,70,1,1
229,44,6,138634,4,9,1,8,3,1,2,0,0,40,1,0
230,21,1,99970,2,10,3,4,2,1,2,0,0,15,1,0
231,35,1,203717,7,11,3,2,4,1,2,0,0,50,1,0
232,24,1,313956,1,13,1,6,3,1,2,0,0,40,1,1
233,28,1,193868,1,13,3,1,2,1,2,0,0,50,1,0
234,21,1,250939,2,10,3,8,5,1,2,0,0,35,1,0
235,62,4,57629,2,10,2,1,4,5,2,4650,0,40,1,0
236,39,1,281768,4,9,3,3,4,5,1,0,0,40,1,0
237,30,6,260782,4,9,3,3,4,1,2,0,0,40,1,0
238,72,2,243769,5,15,3,6,4,1,2,0,1429,20,1,0
239,50,1,109937,2,10,1,5,1,1,1,0,0,50,1,0
240,28,5,134890,11,14,3,6,4,1,2,0,0,40,1,0
241,29,1,100293,2,10,3,6,4,1,1,0,0,40,1,0
242,26,1,132179,1,13,3,9,2,1,1,0,0,40,1,0
243,27,1,116372,11,14,3,5,4,1,1,0,0,40,1,0
244,29,1,255412,2,10,1,7,3,1,2,3103,0,40,1,1
245,29,1,342400,13,6,1,2,3,1,2,0,0,25,1,0
246,31,1,169085,3,7,1,4,1,1,1,0,0,20,1,0
247,25,1,177221,4,9,1,5,3,1,2,0,0,75,1,0
248,58,1,65325,13,6,1,11,3,1,2,0,0,40,1,1
249,64,1,118944,2,10,1,5,1,1,1,0,0,40,1,1
250,46,6,149337,11,14,3,5,4,1,2,0,0,38,1,0
251,19,1,106183,4,9,3,3,2,3,1,0,0,35,1,0
252,42,1,226388,4,9,2,3,4,5,2,0,0,52,1,0
253,18,1,220754,3,7,3,7,2,1,2,0,0,24,1,0
254,58,3,204021,1,13,1,2,3,1,2,15024,0,50,1,1
255,20,1,347391,2,10,3,13,4,5,2,0,0,60,1,0
256,35,4,413930,4,9,1,2,3,1,2,0,0,40,1,1
257,32,1,174201,4,9,1,7,3,1,2,0,0,38,1,1
258,23,1,145917,4,9,3,7,4,1,1,0,0,25,1,0
259,31,1,241797,2,10,2,1,6,1,1,0,0,40,1,0
260,33,1,265168,1,13,1,4,3,5,2,0,0,55,1,0
261,41,1,171234,2,10,3,8,4,1,1,0,0,48,1,0
262,22,1,178452,4,9,3,8,2,5,2,0,0,40,1,0
263,46,1,157857,2,10,1,13,3,1,2,0,0,40,1,1
264,61,4,512864,2,10,1,11,3,5,2,0,0,40,1,0
265,30,1,296462,4,9,3,5,4,5,2,0,0,40,1,0
266,42,1,171615,4,9,1,5,3,1,2,0,0,55,1,1
267,63,1,214071,13,6,1,7,3,1,2,0,0,40,1,0
268,26,1,172421,2,10,1,4,3,1,2,0,0,40,1,0
269,42,1,195488,13,6,2,9,6,1,1,0,0,40,1,0
270,23,1,316841,2,10,1,3,3,1,2,0,0,40,1,0
271,25,1,236267,4,9,3,8,6,1,2,0,1590,40,1,0
272,30,1,236543,8,5,1,3,3,1,2,0,0,32,37,1
273,23,1,318483,4,9,3,4,2,1,2,0,0,40,1,0
274,34,2,163756,7,11,3,10,4,1,2,27828,0,60,1,1
275,30,1,238186,4,9,1,8,5,1,2,0,2057,48,1,0
276,39,1,329980,2,10,1,2,3,1,2,0,0,40,1,1
277,30,1,169269,3,7,3,7,5,1,2,0,1721,38,4,0
278,38,5,34744,2,10,2,9,6,1,1,0,0,38,1,0
279,26,1,98114,4,9,2,5,2,1,1,0,0,40,1,0
280,20,1,109667,2,10,3,7,2,1,2,0,0,16,1,0
281,33,1,147430,4,9,1,9,2,1,1,0,0,40,1,0
282,24,1,224238,1,13,3,9,2,1,2,0,0,40,1,0
283,42,3,212894,1,13,1,5,3,1,2,0,0,60,1,1
284,51,2,136708,4,9,1,4,3,2,2,3103,0,84,20,0
285,56,5,38573,6,12,1,1,3,1,2,0,0,45,1,1
286,22,1,197200,2,10,3,7,2,1,2,0,0,40,1,0
287,52,2,182796,2,10,1,10,3,1,2,0,0,60,1,0
288,44,1,184527,1,13,2,5,6,1,1,4934,0,45,1,1
289,34,1,145231,4,9,1,9,1,1,1,4064,0,35,1,0
290,51,1,43354,2,10,2,2,4,1,2,0,0,42,1,1
291,19,1,355712,2,10,3,4,4,1,1,0,0,25,1,0
292,37,1,98776,1,13,1,5,3,1,2,0,0,40,1,1
293,68,1,257557,4,9,1,8,3,5,2,0,0,40,1,1
294,22,1,102258,2,10,2,13,4,1,2,0,0,40,1,0
295,56,3,170287,1,13,1,5,3,1,2,0,0,40,1,0
296,37,1,243409,4,9,1,2,3,1,2,0,0,40,1,0
297,52,1,55608,12,2,1,8,3,1,2,0,0,40,21,0
298,26,1,248057,4,9,4,7,2,1,2,0,0,40,4,0
299,33,1,95530,11,14,1,6,3,1,2,0,0,50,1,0
300,45,5,54038,11,14,2,6,6,1,1,0,0,42,1,0
301,18,1,161245,3,7,3,3,2,1,2,0,0,15,1,0
302,43,2,388725,2,10,1,10,3,1,2,0,0,60,1,1
303,18,1,228216,4,9,3,7,2,1,2,0,0,20,1,0
304,57,1,78020,4,9,1,2,3,1,2,0,0,40,1,1
305,41,1,249254,4,9,2,9,6,1,1,3674,0,42,1,0
306,34,1,87218,11,14,1,5,3,1,2,0,1887,50,1,1
307,19,1,304299,4,9,3,4,6,1,1,0,0,40,1,0
308,44,1,196234,8,5,2,3,6,1,1,0,0,55,25,0
309,56,1,197875,13,6,5,3,6,1,1,0,0,40,1,0
310,36,3,48063,4,9,1,10,3,1,2,0,0,80,1,0
311,48,1,253596,1,13,2,5,6,1,1,0,0,48,1,0
312,29,1,39257,4,9,1,11,3,1,2,0,0,40,1,1
313,33,1,56150,1,13,3,2,4,1,2,2174,0,40,1,0
314,31,1,179415,15,3,1,3,3,1,2,0,0,40,21,0
315,39,1,252445,11,14,1,6,3,1,2,0,0,45,1,1
316,66,1,275918,4,9,1,5,3,1,2,10605,0,40,1,1
317,27,1,106562,1,13,3,6,4,1,1,0,0,50,1,1
318,39,1,198654,4,9,2,5,6,5,1,99999,0,40,1,1
319,59,1,107318,9,4,1,2,3,1,2,5178,0,50,1,1
320,26,1,181896,4,9,3,3,2,1,1,0,0,40,1,0
321,31,1,106014,7,11,2,2,6,1,2,0,0,40,1,0
322,23,1,197997,4,9,3,7,2,1,2,0,0,30,1,0
323,36,5,173542,4,9,2,9,6,1,1,0,0,40,1,0
324,34,1,207564,2,10,1,3,1,1,1,0,0,12,1,1
325,32,1,224462,4,9,1,11,3,1,2,0,0,84,1,1
326,37,1,123361,1,13,1,6,3,5,2,0,0,50,1,1
327,33,1,90409,1,13,3,4,4,1,2,0,0,45,1,0
328,50,2,165001,5,15,1,6,3,1,2,99999,0,80,1,1
329,32,4,149573,6,12,3,13,4,5,2,0,0,40,1,0
330,35,1,249456,1,13,3,9,2,5,1,0,0,40,1,0
331,37,1,149898,3,7,1,2,3,1,2,0,0,40,1,0
332,44,1,292985,2,10,2,2,4,1,2,0,0,60,1,0
333,57,1,50223,2,10,2,7,5,1,2,0,0,25,1,0
334,29,5,400074,2,10,1,5,2,1,1,0,0,40,1,0
335,55,1,197399,4,9,1,2,3,1,2,0,0,50,1,1
336,43,3,209547,5,15,1,6,3,1,2,0,0,25,1,1
337,43,1,52433,2,10,1,4,3,1,2,0,0,70,1,0
338,45,2,355978,2,10,1,4,3,1,2,0,0,60,1,1
339,33,2,48214,11,14,1,6,1,1,1,0,0,8,1,0
340,26,1,190873,13,6,2,3,6,1,1,0,0,40,6,0
341,23,1,278390,2,10,1,4,3,1,2,0,0,68,1,0
342,41,1,203217,9,4,4,2,4,1,2,0,0,40,21,0
343,24,1,279175,4,9,1,2,3,1,2,0,0,40,1,0
344,47,2,194590,1,13,1,4,3,1,2,0,0,44,1,0
345,34,2,198813,4,9,3,2,2,1,2,0,0,45,1,0
346,40,1,187294,4,9,1,5,3,1,2,0,0,40,1,1
347,28,1,302903,1,13,1,6,1,2,1,0,1485,40,1,0
348,24,1,154835,4,9,3,5,2,2,1,0,0,40,11,0
349,23,1,100345,4,9,3,2,5,1,2,0,0,15,1,0
350,43,2,126320,4,9,1,5,3,5,2,0,0,40,1,1
351,26,1,142226,1,13,2,1,4,1,1,0,0,40,1,0
352,58,2,112076,14,16,7,5,1,1,1,0,1485,35,1,1
353,52,1,225339,4,9,5,9,6,5,1,0,0,35,1,0
354,29,1,211208,3,7,1,11,3,1,2,0,0,99,1,1
355,47,1,200808,3,7,1,3,3,1,2,0,0,35,30,0
356,49,1,220618,4,9,2,9,6,5,1,0,0,37,1,0
357,40,1,210493,3,7,5,9,6,1,1,0,0,40,1,0
358,62,2,369734,4,9,1,9,1,1,1,0,0,40,1,0
359,49,1,27898,4,9,1,5,3,1,2,0,1977,55,1,1
360,50,1,138193,1,13,2,6,5,1,1,0,0,50,1,1
361,31,1,224234,4,9,3,11,2,5,2,0,0,40,1,0
362,48,5,188741,11,14,3,6,4,1,1,0,0,50,1,0
363,24,1,183772,4,9,3,2,6,1,1,0,0,40,1,0
364,37,1,79586,4,9,4,8,2,2,2,0,0,60,1,0
365,45,1,355781,1,13,1,5,3,2,2,0,0,45,9,1
366,36,1,116358,11,14,1,5,3,2,2,0,0,45,8,0
367,45,1,59287,1,13,1,5,3,1,2,0,0,40,1,0
368,41,1,138868,1,13,3,4,4,1,1,0,0,40,1,0
369,26,1,185885,6,12,3,1,5,1,1,0,0,20,1,0
370,17,1,40299,3,7,3,4,2,1,1,0,0,25,1,0
371,43,1,51494,4,9,1,8,3,1,2,0,0,65,1,0
372,35,1,179481,4,9,3,11,2,1,2,0,0,55,1,0
373,38,1,365907,1,13,2,9,6,1,1,0,0,40,1,0
374,26,1,284343,4,9,3,8,4,1,2,0,0,40,1,0
375,28,1,204862,2,10,3,5,2,1,1,0,0,40,1,0
376,38,1,272476,1,13,1,6,1,1,1,0,0,24,1,1
377,36,1,175130,3,7,2,11,6,1,1,0,0,40,1,0
378,33,1,118941,4,9,1,9,1,1,1,0,0,40,1,1
379,19,1,164339,4,9,3,7,2,1,2,1055,0,70,1,0
380,42,4,55457,13,6,1,9,3,1,2,0,0,40,21,0
381,50,1,280292,13,6,1,11,3,1,2,0,0,40,1,1
382,30,1,446894,4,9,1,7,3,1,2,0,0,30,1,0
383,37,6,67083,2,10,1,6,5,2,2,0,0,40,2,0
384,54,3,159219,5,15,1,6,3,1,2,99999,0,40,1,1
385,52,3,168539,1,13,3,5,4,1,2,0,0,40,1,0
386,33,1,150309,4,9,2,2,4,1,1,0,0,40,1,0
387,25,1,122999,2,10,3,1,5,1,2,0,0,40,1,0
388,24,1,302195,1,13,3,4,4,1,2,0,0,45,1,0
389,26,1,210982,7,11,4,9,6,5,1,114,0,40,1,0
390,39,1,177140,4,9,4,9,4,1,2,0,0,40,1,1
391,59,1,113838,4,9,2,3,4,1,1,0,0,40,1,0
392,29,1,97165,2,10,3,9,6,1,1,0,0,40,1,0
393,47,1,104301,3,7,3,3,2,1,1,0,0,45,1,0
394,64,3,115931,4,9,1,11,3,1,2,0,0,50,1,0
395,21,1,147280,4,9,3,3,2,4,2,0,0,20,1,0
396,32,1,185433,2,10,1,9,1,5,1,0,0,40,1,1
397,26,1,599057,4,9,3,5,4,5,1,0,0,37,1,0
398,62,2,71467,11,14,1,6,3,1,2,0,0,40,1,0
399,32,1,183977,1,13,1,2,3,1,2,0,0,55,1,1
400,45,2,196858,4,9,1,5,3,1,2,0,0,60,1,0
401,31,1,160594,1,13,1,5,3,1,2,0,1887,50,1,1
402,32,1,65278,4,9,1,9,3,1,2,2580,0,40,1,0
403,24,1,102258,1,13,1,4,3,1,2,0,0,40,1,0
404,25,1,196947,1,13,3,4,2,1,1,0,0,40,1,0
405,41,2,233150,4,9,1,5,3,1,2,0,0,60,1,0
406,18,1,42857,2,10,3,4,2,1,1,0,0,20,1,0
407,44,1,118059,14,16,1,6,3,1,2,0,0,55,1,1
408,40,1,169262,2,10,1,5,3,1,2,3411,0,50,1,0
409,27,1,95108,1,13,3,6,4,1,2,0,0,40,1,0
410,23,1,161092,1,13,3,9,2,1,2,0,0,40,1,0
411,21,1,345253,2,10,3,9,4,4,2,2174,0,40,1,0
412,37,6,111275,4,9,1,11,3,1,2,0,0,40,1,0
413,65,2,178878,4,9,1,10,3,1,2,0,0,48,1,0
414,43,4,157237,11,14,1,6,3,1,2,0,0,40,1,1
415,45,1,155664,4,9,3,9,4,1,2,0,0,44,1,0
416,24,6,322658,1,13,3,5,4,1,1,0,0,40,1,0
417,24,1,208503,2,10,3,8,4,1,2,0,0,42,1,0
418,19,5,223326,2,10,3,13,2,1,2,0,1721,35,1,0
419,37,1,20308,1,13,1,6,3,1,2,0,0,65,1,1
